Date,Source,URL,Title,Notes,Keywords,Quality
2020-03-18,Business World,https://www.bworldonline.com/editors-picks/2020/03/18/284236/phl-becomes-1st-country-to-shut-financial-markets/,PHL becomes 1st country to shut financial markets,Manual selection,NA,1
2020-03-18,Business World,https://www.bworldonline.com/editors-picks/2020/03/18/284235/lockdown-may-push-growth-below-6/,Lockdown may push growth below 6%,Manual selection,NA,1
2020-03-18,Business World,https://www.bworldonline.com/editors-picks/2020/03/18/284349/financial-markets-allowed-to-operate-during-lockdown/,Financial markets allowed to operate during lockdown,Manual selection,NA,2
2020-03-18,Business World,https://www.bworldonline.com/editors-picks/2020/03/18/284304/peso-rebounds-as-governments-work-to-combat-covid-19-impact/,Peso rebounds as governments work to combat COVID-19 impact,Manual selection,NA,1
2020-03-18,Inquirer,https://business.inquirer.net/292841/amid-covid-19-lockdown-ph-banks-offer-grace-period-for-loans,"Amid COVID-19 lockdown, PH banks offer grace period for loans",Business,NA,1
2020-03-18,Inquirer,https://business.inquirer.net/292837/asian-stocks-higher-after-trump-promise-of-virus-aid,Asian stocks higher after Trump promise of virus aid,Business,NA,1
2020-03-18,Inquirer,https://business.inquirer.net/292822/stocks-jump-after-trump-promises-to-go-big-on-virus-aid,Stocks jump after Trump promises to ‘go big’ on virus aid,Business,NA,1
2020-03-18,Inquirer,https://business.inquirer.net/292808/ph-bond-forex-markets-reopening-wednesday,"PH bond, forex markets reopening Wednesday",Business,NA,1
2020-03-18,Business Mirror,https://businessmirror.com.ph/2020/03/18/pse-suspends-trading-sec-approves-videoconferencing/,"PSE suspends trading, SEC approves videoconferencing",Business,NA,1
2020-03-18,Philippine Star,https://www.philstar.com/business/2020/03/18/2001632/g7-pledges-do-whatever-it-takes-safeguard-economies,G7 pledges to ‘do whatever it takes’ to safeguard economies,Business,NA,1
2020-03-18,Philippine Star,https://www.philstar.com/business/2020/03/18/2001645/philippines-growth-target-down-54-moodys,Philippines growth target down to 5.4 % — Moody’s,Business,NA,1
2020-03-18,Philippine Star,https://www.philstar.com/business/2020/03/18/2001634/economic-team-rolls-out-p271-billion-relief-package-vs-pandemic,Economic team rolls out P27.1 billion relief package vs pandemic,Business,NA,1
2020-03-18,Rappler,https://www.rappler.com/business/255078-updates-global-stock-markets-march-18-2020/,World markets tumble as recession fears eclipse stimulus,Business,NA,1
2020-03-18,Rappler,https://www.rappler.com/business/254984-duterte-seeks-loan-coronavirus-response/,Duterte seeks $1-billion loan for coronavirus response,Business,NA,1
2020-03-18,Rappler,https://www.rappler.com/business/254955-philippine-bond-foreign-exchange-market-psei-reopen-march-18-19-2020/,"Philippine bond, forex markets reopen March 18, PSE on March 19",Business,NA,1
2020-03-18,Rappler,https://www.rappler.com/business/254954-updates-global-stock-markets-march-17-2020/,Stocks rebound as U.S. makes economic moves against virus,Business,NA,1
2020-03-19,Business World,https://www.bworldonline.com/editors-picks/2020/03/19/284365/traders-expect-stocks-to-slide-as-market-opens/,Traders expect stocks to slide as market opens,Manual selection,NA,1
2020-03-19,Business World,https://www.bworldonline.com/editors-picks/2020/03/19/284416/asia-pacific-faces-imminent-recession/,Asia-Pacific faces imminent recession,Manual selection,NA,1
2020-03-19,Business World,https://www.bworldonline.com/editors-picks/2020/03/19/284527/shares-plummet-as-trading-resumes-after-halt/,Shares plummet as trading resumes after halt,Manual selection,NA,1
2020-03-19,Business World,https://www.bworldonline.com/editors-picks/2020/03/19/284522/peso-declines-versus-dollar-ahead-of-bsp-rate-decision/,Peso declines versus dollar ahead of BSP rate decision,Manual selection,NA,1
2020-03-19,Inquirer,https://business.inquirer.net/292976/black-thursday-worst-psei-bloodbath,Black Thursday: Worst day ever for PSEi,Business,NA,1
2020-03-19,Inquirer,https://business.inquirer.net/292972/bsp-slashes-rates-rolls-out-borrowers-relief-package-as-pandemic-deepens,"BSP slashes rates, rolls out borrowers’ relief package as pandemic deepens",Business,NA,1
2020-03-19,Inquirer,https://business.inquirer.net/292943/asian-shares-resume-decline-after-latest-wall-street-tumble,Asian shares resume decline after latest Wall Street tumble,Business,NA,1
2020-03-19,Inquirer,https://business.inquirer.net/292936/stocks-tumble-investors-dash-for-cash-amid-recession-fears,"Stocks tumble, investors dash for cash amid recession fears",Business,NA,1
2020-03-19,Inquirer,https://business.inquirer.net/292923/ph-financial-markets-reopen,PH financial markets reopen,Business,NA,1
2020-03-19,Philippine Star,https://www.philstar.com/business/2020/03/19/2002088/bsp-delivers-fresh-monetary-stimulus-vs-covid-19-impact,BSP delivers fresh monetary stimulus vs COVID-19 impact,Business,NA,1
2020-03-19,Rappler,https://www.rappler.com/business/255163-bangko-sentral-pilipinas-cuts-interest-rates-fight-coronavirus-impact/,Bangko Sentral cuts interest rates to fight coronavirus impact,Business,NA,1
2020-03-19,Rappler,https://www.rappler.com/business/255147-philippine-stock-exchange-index-march-19-2020/,Coronavirus wipes out P1.16 trillion in Philippine stock market,Business,NA,1
2020-03-19,Rappler,https://www.rappler.com/business/255103-philippine-stock-exchange-index-morning-trade-march-19-2020/,Philippine stocks plunge nearly 25% after virus trading halt,Business,NA,1
2020-03-20,Business World,https://www.bworldonline.com/editors-picks/2020/03/20/284523/ecb-launches-new-bond-purchases-worth-e750-billion-to-stem-coronavirus-rout/,ECB launches new bond purchases worth €750 billion to stem coronavirus rout,Manual selection,NA,1
2020-03-20,Business World,https://www.bworldonline.com/editors-picks/2020/03/20/284613/stocks-in-free-fall-erasing-p1-16-trillion-in-market-value/,"Stocks in free fall, erasing P1.16 trillion in market value",Manual selection,NA,1
2020-03-20,Business World,https://www.bworldonline.com/editors-picks/2020/03/20/284614/bsp-slashes-rates-to-counter-virus/,BSP slashes rates to counter virus,Manual selection,NA,1
2020-03-20,Business World,https://www.bworldonline.com/editors-picks/2020/03/20/284670/peso-returns-to-p501-level/,Peso returns to P50:$1 level,Manual selection,NA,1
2020-03-20,Business World,https://www.bworldonline.com/editors-picks/2020/03/20/284671/rediscount-rates-down-following-bsp-cut/,Rediscount rates down following BSP cut,Manual selection,NA,1
2020-03-20,Business World,https://www.bworldonline.com/editors-picks/2020/03/20/284719/hot-money-turns-around-in-february-despite-volatility/,Hot money turns around in February despite volatility,Manual selection,NA,1
2020-03-20,Inquirer,https://business.inquirer.net/293055/asian-stocks-rise-after-wall-street-gains-on-aid-hope,Asian stocks rise after Wall Street gains on aid hope,Business,NA,1
2020-03-20,Inquirer,https://business.inquirer.net/293043/capital-economics-bsp-seen-cutting-interest-rates-by-125-bps-more-to-arrest-covid-19-fallout,Capital Economics: BSP seen cutting interest rates by 125 bps more to arrest COVID-19 fallout,Business,NA,1
2020-03-20,Inquirer,https://business.inquirer.net/293040/cautious-optimism-on-wall-street-markets-rise-with-aid-hope,"Cautious optimism on Wall Street, markets rise with aid hope",Business,NA,1
2020-03-20,Inquirer,https://business.inquirer.net/293026/bloodbath-worsens-as-stock-market-reopens,Bloodbath worsens as stock market reopens,Business,NA,1
2020-03-20,Business Mirror,https://businessmirror.com.ph/2020/03/20/central-banks-go-into-overdrive-in-historic-week-of-market-losses/,Central banks go into overdrive in historic week of market losses,Business,NA,1
2020-03-20,Philippine Star,https://www.philstar.com/business/2020/03/20/2002157/banks-ready-relief-measures-borrowers,Banks ready relief measures for borrowers,Business,NA,1
2020-03-20,Philippine Star,https://www.philstar.com/business/2020/03/20/2002130/finance-chiefs-vie-inoculate-world-economy-against-virus,Finance chiefs vie to inoculate world economy against virus,Business,NA,1
2020-03-20,Rappler,https://www.rappler.com/business/255327-updates-global-stock-markets-march-20-2020/,Stock markets rise on huge economic support plans,Business,NA,1
2020-03-20,Rappler,https://www.rappler.com/business/255431-top-central-banks-launch-new-bid-keep-dollars-flowing-coronavirus/,Top central banks launch new bid to keep dollars flowing,Business,NA,1
2020-03-20,Rappler,https://www.rappler.com/business/255233-updates-global-stock-markets-march-19-2020/,Stocks rise as governments ramp up efforts vs coronavirus,Business,NA,1
2020-03-21,Inquirer,https://business.inquirer.net/293149/net-hot-money-inflows-turned-positive-in-february,Net ‘hot money’ inflows turned positive in February,Business,NA,1
2020-03-21,Inquirer,https://business.inquirer.net/293147/bsp-seen-cutting-rates-further-to-stem-covid-19-fallout,BSP seen cutting rates further to stem COVID-19 fallout,Business,NA,1
2020-03-21,Inquirer,https://business.inquirer.net/293180/pse-limits-daily-stock-price-decline,PSE narrows trading band,Business,NA,1
2020-03-21,Business Mirror,https://businessmirror.com.ph/2020/03/21/adb-pandemic-to-impact-phl-other-developing-asian-economies/,"ADB: Pandemic to impact PHL, other developing Asian economies",Business,NA,1
2020-03-21,Rappler,https://www.rappler.com/business/255436-economist-ian-goldin-says-world-underestimated-pandemic-coronavirus/,"World underestimated pandemic, says economist who saw it coming",Business,NA,1
2020-03-22,Business World,https://www.bworldonline.com/editors-picks/2020/03/22/284832/covid-19-and-the-economy/,COVID-19 and the economy,Manual selection,NA,1
2020-03-22,Rappler,https://www.rappler.com/business/255648-companies-hit-pause-button-coronavirus-infects-economy/,Companies hit pause button as coronavirus infects economy,Business,NA,1
2020-03-23,Business World,https://www.bworldonline.com/editors-picks/2020/03/23/284738/shares-may-drop-further-as-coronavirus-spreads/,Shares may drop further as coronavirus spreads,Manual selection,NA,1
2020-03-23,Business World,https://www.bworldonline.com/editors-picks/2020/03/23/284792/improved-sentiment-lower-oil-prices-to-boost-peso/,"Improved sentiment, lower oil prices to boost peso",Manual selection,NA,1
2020-03-23,Business World,https://www.bworldonline.com/editors-picks/2020/03/23/284732/yields-on-government-debt-climb-on-coronavirus-fears/,Yields on government debt climb on coronavirus fears,Manual selection,NA,1
2020-03-23,Business World,https://www.bworldonline.com/editors-picks/2020/03/23/284791/rates-of-t-bills-t-bonds-to-rise-as-investors-prefer-to-hold-cash/,"Rates of T-bills, T-bonds to rise as investors prefer to hold cash",Manual selection,NA,1
2020-03-23,Business World,https://www.bworldonline.com/editors-picks/2020/03/23/284848/panic-selling-pulls-down-sm-prime/,Panic selling pulls down SM Prime,Manual selection,NA,1
2020-03-23,Business World,https://www.bworldonline.com/editors-picks/2020/03/23/284866/economic-recovery-possible-by-2021-diokno/,Economic recovery possible by 2021 — Diokno,Manual selection,NA,1
2020-03-23,Business World,https://www.bworldonline.com/editors-picks/2020/03/23/284865/pse-trading-threshold-adjusted-to-curb-volatility/,PSE trading threshold adjusted to curb volatility,Manual selection,NA,1
2020-03-23,Business World,https://www.bworldonline.com/editors-picks/2020/03/23/285006/pse-index-ends-lower-on-selling-due-to-virus-fears/,PSE index ends lower on selling due to virus fears,Manual selection,NA,1
2020-03-23,Business World,https://www.bworldonline.com/editors-picks/2020/03/23/285008/peso-weakens-anew-in-thin-trade-due-to-virus/,Peso weakens anew in thin trade due to virus,Manual selection,NA,1
2020-03-23,Inquirer,https://business.inquirer.net/293296/high-rates-for-t-bills-showed-investors-keeping-cash-prompting-rejection-of-all-bids,"High rates for T-bills showed investors keeping cash, prompting rejection of all bids",Business,NA,1
2020-03-23,Inquirer,https://business.inquirer.net/293294/para-sa-bayan-bsp-to-inject-p300b-into-govt-coffers-for-covid-19-fight,‘Para sa bayan’: BSP to inject P300B into gov’t coffers for COVID-19 fight,Business,NA,1
2020-03-23,Inquirer,https://business.inquirer.net/293270/asian-shares-us-futures-sink-as-virus-crisis-deepens,"Asian shares, US futures sink as virus crisis deepens",Business,NA,1
2020-03-23,Business Mirror,https://businessmirror.com.ph/2020/03/23/pse-tightens-trading-band-to-address-market-volatility/,PSE tightens trading band to address market volatility,Business,NA,1
2020-03-23,Business Mirror,https://businessmirror.com.ph/2020/03/23/bank-of-thailand-vows-market-stability-after-jump-in-bond-yields/,Bank of Thailand vows market stability after jump in bond yields,Business,NA,1
2020-03-23,Business Mirror,https://businessmirror.com.ph/2020/03/23/credit-registry-makes-info-services-available-to-lenders-amid-lockdown/,Credit registry makes info services available to lenders amid lockdown,Business,NA,1
2020-03-23,Philippine Star,https://www.philstar.com/business/2020/03/23/2002766/market-expected-fall-further-week,Market expected to fall further this week,Business,NA,1
2020-03-23,Philippine Star,https://www.philstar.com/business/2020/03/23/2002768/philippine-economy-barely-grow-2020-capital-economics,Philippine economy to barely grow in 2020 — Capital Economics,Business,NA,1
2020-03-23,Philippine Star,https://www.philstar.com/business/2020/03/23/2002923/bsp-unleashes-own-qe-fight-covid-19,BSP unleashes own QE to fight COVID-19,Business,NA,1
2020-03-23,Philippine Star,https://www.philstar.com/business/2020/03/23/2002943/coronavirus-worries-spill-over-forex-market-peso-sinks-5-month-low,Coronavirus worries spill over to forex market as peso sinks to 5-month low,Business,NA,1
2020-03-23,Rappler,https://www.rappler.com/business/255515-economists-recommendations-philippine-government-coronavirus-spending/,Economists to gov’t: Spend P300 billion or more vs coronavirus,Business,NA,1
2020-03-23,Rappler,https://www.rappler.com/business/255585-bangko-sentral-pilipinas-approves-funds-support-coronavirus-fight/,Bangko Sentral to pump P300 billion for coronavirus fight,Business,NA,1
2020-03-24,Philippine Star,https://www.philstar.com/business/2020/03/24/2003135/bsp-boosts-covid-19-ammunition-p500-billion-fresh-reserve-cuts,BSP boosts COVID-19 ammunition to P500 billion with fresh reserve cuts,Business,NA,1
2020-03-24,Business World,https://www.bworldonline.com/editors-picks/2020/03/24/285258/vehicle-sales-seen-flat-in-2020-autos-considered-non-essential/?noamp=mobile&amp,Vehicle sales seen flat in 2020; autos considered ‘non-essential’,,Full Criteria,1
2020-03-24,Business World,https://www.bworldonline.com/editors-picks/2020/03/24/284976/lockdown-to-further-drag-growth-this-year/,Lockdown to further drag growth this year,Manual selection,NA,1
2020-03-24,Business World,https://www.bworldonline.com/editors-picks/2020/03/24/285111/bsp-throws-p300-b-lifeline-to-govt/,BSP throws P300-B lifeline to gov’t,Manual selection,NA,1
2020-03-24,Business World,https://www.bworldonline.com/editors-picks/2020/03/24/285210/shares-rebound-on-fed-bsp-stimulus-measures/,"Shares rebound on Fed, BSP stimulus measures",Manual selection,NA,1
2020-03-24,Inquirer,https://business.inquirer.net/293366/treasury-rejects-t-bond-coupon-sees-reign-of-cash-in-time-of-covid-19,"Treasury rejects T-bond coupon, sees reign of cash in time of COVID-19",Business,NA,1
2020-03-24,Inquirer,https://business.inquirer.net/293345/asian-stocks-gain-after-u-s-fed-promises-economic-support,Asian stocks gain after U.S. Fed promises economic support,Business,NA,1
2020-03-24,Inquirer,https://business.inquirer.net/293344/sec-calls-on-lending-financing-companies-to-offer-debt-relief,"SEC calls on lending, financing companies to offer debt relief",Business,NA,1
2020-03-24,Inquirer,https://business.inquirer.net/293337/stocks-slump-despite-fed-aid-as-virus-bill-stalls-again,"Stocks slump, despite Fed aid, as virus bill stalls again",Business,NA,1
2020-03-24,Rappler,https://www.rappler.com/business/255787-coronavirus-sparks-unprecedented-collapse-eurozone-economy/,Coronavirus sparks ‘unprecedented collapse’ in eurozone economy,Business,NA,1
2020-03-24,Rappler,https://www.rappler.com/business/255694-bangko-sentral-pilipinas-slashes-banks-reserve-requirement-coronavirus/,Bangko Sentral slashes banks’ reserve requirement vs coronavirus,Business,NA,1
2020-03-24,Rappler,https://www.rappler.com/business/255657-government-businesses-told-set-aside-growth-targets-focus-public-health-coronavirus/,"Gov’t, businesses told: Set aside growth targets, focus on public health",Business,NA,1
2020-03-24,Rappler,https://www.rappler.com/business/255736-imf-warns-coronavirus-recession-could-be-worse-than-2009/,IMF warns coronavirus recession could be worse than 2009,Business,NA,1
2020-03-24,Rappler,https://www.rappler.com/business/255647-updates-global-stock-markets-march-23-2020/,World stocks drop again on mounting economic toll from virus,Business,NA,1
2020-03-25,Business World,https://www.bworldonline.com/editors-picks/2020/03/25/285212/govt-rejects-bids-for-t-bonds/,Gov’t rejects bids for T-bonds,Manual selection,NA,1
2020-03-25,Business World,https://www.bworldonline.com/editors-picks/2020/03/25/285230/sb-corp-putting-up-p1-billion-lending-facility-for-small-firms/,SB Corp. putting up P1-billion lending facility for small firms,Manual selection,NA,1
2020-03-25,Business World,https://www.bworldonline.com/editors-picks/2020/03/25/285265/fitch-outlook-on-banking-industry-turns-negative/,Fitch outlook on banking industry turns negative,Manual selection,NA,1
2020-03-25,Business World,https://www.bworldonline.com/editors-picks/2020/03/25/285264/bsp-pumps-more-cash-into-economy-with-cut-in-banks-reserve-requirements/,BSP pumps more cash into economy with cut in banks’ reserve requirements,Manual selection,NA,1
2020-03-25,Business World,https://www.bworldonline.com/editors-picks/2020/03/25/285263/economy-may-contract-this-year-neda/,Economy may contract this year: NEDA,Manual selection,NA,1
2020-03-25,Business World,https://www.bworldonline.com/editors-picks/2020/03/25/285349/psei-returns-to-5000-level-on-bsps-rrr-cut/,"PSEi returns to 5,000 level on BSP’s RRR cut",Manual selection,NA,1
2020-03-25,Inquirer,https://business.inquirer.net/293424/gsis-sss-stock-market-support-hit-almost-p1-billion,"GSIS, SSS stock market support hit almost P1 billion",Business,NA,1
2020-03-25,Inquirer,https://business.inquirer.net/293403/asian-shares-jump-after-dow-sees-biggest-gain-since-1933,Asian shares jump after Dow sees biggest gain since 1933,Business,NA,1
2020-03-25,Business Mirror,https://businessmirror.com.ph/2020/03/25/sec-to-lending-firms-help-ease-burden-of-borrowers/,SEC to lending firms: Help ease burden of borrowers,Business,NA,1
2020-03-25,Philippine Star,https://www.philstar.com/business/2020/03/25/2003164/sec-urges-financing-firms-help-borrowers,SEC urges financing firms to help borrowers,Business,NA,1
2020-03-25,Philippine Star,https://www.philstar.com/business/2020/03/25/2003170/neda-warns-lower-negative-gdp-growth,NEDA warns of lower to negative GDP growth,Business,NA,1
2020-03-25,Rappler,https://www.rappler.com/business/255862-ibon-foundation-amount-needed-monthly-fight-coronavirus/,"P296 billion needed monthly vs coronavirus, says think tank",Business,NA,1
2020-03-25,Rappler,https://www.rappler.com/business/255778-updates-global-stock-markets-march-24-2020/,Wall Street leads global markets surge on U.S. stimulus hopes,Business,NA,1
2020-03-26,Business World,https://www.bworldonline.com/editors-picks/2020/03/26/285362/phl-bond-markets-growth-slows-in-q4-on-maturities-lower-issues/,"PHL bond market’s growth slows in Q4 on maturities, lower issues",Manual selection,NA,1
2020-03-26,Business World,https://www.bworldonline.com/editors-picks/2020/03/26/285433/household-consumption-to-take-hit-amid-coronavirus-pandemic/,Household consumption to take hit amid coronavirus pandemic,Manual selection,NA,1
2020-03-26,Business World,https://www.bworldonline.com/editors-picks/2020/03/26/285432/government-eyes-up-to-2-billion-loan/,Government eyes up to $2-billion loan,Manual selection,NA,1
2020-03-26,Business World,https://www.bworldonline.com/editors-picks/2020/03/26/285569/msmes-running-out-of-working-capital-during-lockdown/,MSMEs running out of working capital during lockdown,Manual selection,NA,1
2020-03-26,Business World,https://www.bworldonline.com/editors-picks/2020/03/26/285510/peso-gains-ground-versus-dollar-on-pseis-strength-us-stimulus/,"Peso gains ground versus dollar on PSEi’s strength, US stimulus",Manual selection,NA,1
2020-03-26,Business World,https://www.bworldonline.com/editors-picks/2020/03/26/285538/index-posts-biggest-one-day-rise-in-over-a-decade/,Index posts biggest one-day rise in over a decade,Manual selection,NA,1
2020-03-26,Inquirer,https://business.inquirer.net/293468/35-day-t-bills-absent-in-market-for-15-years-returning-in-april-as-investors-cling-to-cash,"35-day T-bills, absent in market for 15 years, returning in April as investors cling to cash",Business,NA,1
2020-03-26,Inquirer,https://business.inquirer.net/293461/psei-sees-best-performance-since-2007,PSEi sees best performance since 2007,Business,NA,1
2020-03-26,Inquirer,https://business.inquirer.net/293446/microentrepreneurs-get-debt-relief,Microentrepreneurs get debt relief,Business,NA,1
2020-03-26,Inquirer,https://business.inquirer.net/293444/us-economic-rescue-deal-met-with-enthusiasm-psei-also-up,US economic rescue deal met with enthusiasm; PSEi also up,Business,NA,1
2020-03-26,Inquirer,https://business.inquirer.net/293434/loan-facility-set-up-for-small-microenterprises,"Loan facility set up for small, microenterprises",Business,NA,1
2020-03-26,Business Mirror,https://businessmirror.com.ph/2020/03/26/stock-market-posts-large-gain-on-bargain-hunting/,Stock market posts large gain on bargain hunting,Business,NA,1
2020-03-26,Philippine Star,https://www.philstar.com/business/2020/03/26/2003397/stocks-surge-back-5000-territory,"Stocks surge back to 5,000 territory",Business,NA,1
2020-03-26,Philippine Star,https://www.philstar.com/business/2020/03/26/2003398/government-prepared-hike-borrowings,Government prepared to hike borrowings,Business,NA,1
2020-03-26,Philippine Star,https://www.philstar.com/business/2020/03/26/2003578/outbreak-rattled-consumers-likely-slow-gdp-growth-4-fitch,Outbreak-rattled consumers likely to slow GDP growth to 4% —Fitch,Business,NA,1
2020-03-26,Rappler,https://www.rappler.com/business/256010-bangko-sentral-pilipinas-remit-dividends-coronavirus-efforts/,Bangko Sentral remits P20 billion in dividends for coronavirus efforts,Business,NA,1
2020-03-26,Rappler,https://www.rappler.com/business/255985-massive-risks-world-economy-coronavirus-battle-rages/,Massive risks to world economy as virus battle rages,Business,NA,1
2020-03-26,Rappler,https://www.rappler.com/business/255934-european-union-warns-coronavirus-could-expose-firms-foreign-buyouts/,EU warns virus could expose firms to foreign buyouts,Business,NA,1
2020-03-26,Rappler,https://www.rappler.com/business/255926-imf-world-bank-call-for-suspending-debt-payments-poorest-nations-coronavirus/,"IMF, World Bank call for suspending debt payments by poorest nations",Business,NA,1
2020-03-27,Business World,https://www.bworldonline.com/editors-picks/2020/03/27/285532/bsp-remits-p20-billion-in-dividends-to-treasury/,BSP remits P20 billion in dividends to Treasury,Manual selection,NA,1
2020-03-27,Business World,https://www.bworldonline.com/editors-picks/2020/03/27/285590/foreign-groups-back-steps-vs-virus/,Foreign groups back steps vs virus,Manual selection,NA,1
2020-03-27,Business World,https://www.bworldonline.com/editors-picks/2020/03/27/285698/bsp-may-pump-more-money-into-system-amid-outbreak/,BSP may pump more money into system amid outbreak,Manual selection,NA,1
2020-03-27,Inquirer,https://business.inquirer.net/293504/psei-surges-7-44-investors-cheer-news-of-2-t-us-spending-program,PSEi surges 7.44%; investors cheer news of $2-T US spending program,Business,NA,1
2020-03-27,Rappler,https://www.rappler.com/business/256122-oil-storage-buckles-coronavirus-saps-demand/,Oil storage buckles as coronavirus saps demand,Business,NA,1
2020-03-27,Rappler,https://www.rappler.com/business/256063-coronavirus-impact-global-fdi-un-assessment-march-26-2020/,Pandemic will cut global investment flows more than feared – U.N.,Business,NA,1
2020-03-28,Inquirer,https://business.inquirer.net/293607/psei-down-2-5-on-profit-taking,PSEi down 2.5% on profit-taking,Business,NA,1
2020-03-28,Rappler,https://www.rappler.com/business/256169-updates-global-stock-markets-march-27-2020/,Stock markets retreat as nervous investors pocket week’s gains,Business,NA,1
2020-03-28,Rappler,https://www.rappler.com/business/256155-imf-chief-clear-entered-recession-march-27-2020/,IMF chief: ‘Clear we have entered recession’,Business,NA,1
2020-03-29,Business World,https://www.bworldonline.com/editors-picks/2020/03/29/285754/significant-hit-to-economy-seen-in-1st-quarter-magnitude-uncertain/,‘Significant’ hit to economy seen in 1st quarter; magnitude uncertain,Manual selection,NA,1
2020-03-30,Business World,https://www.bworldonline.com/editors-picks/2020/03/30/285774/phl-shares-to-remain-volatile-amid-virus-fears/,PHL shares to remain volatile amid virus fears,Manual selection,NA,1
2020-03-30,Business World,https://www.bworldonline.com/editors-picks/2020/03/30/285728/peso-seen-weakening-on-coronavirus-outbreak/,Peso seen weakening on coronavirus outbreak,Manual selection,NA,1
2020-03-30,Business World,https://www.bworldonline.com/editors-picks/2020/03/30/285710/yields-on-govt-debt-drop-6/,Yields on gov’t debt drop,Manual selection,NA,1
2020-03-30,Business World,https://www.bworldonline.com/editors-picks/2020/03/30/285726/t-bill-rates-seen-mixed-on-covid-19-fears/,T-bill rates seen mixed on COVID-19 fears,Manual selection,NA,1
2020-03-30,Business World,https://www.bworldonline.com/editors-picks/2020/03/30/285848/phl-may-go-into-recession-diokno/,PHL may go into recession — Diokno,Manual selection,NA,1
2020-03-30,Business World,https://www.bworldonline.com/editors-picks/2020/03/30/285935/stocks-drop-on-worries-of-recession-due-to-virus/,Stocks drop on worries of recession due to virus,Manual selection,NA,1
2020-03-30,Business World,https://www.bworldonline.com/editors-picks/2020/03/30/285936/peso-inches-higher-as-oil-prices-drop-sharply/,Peso inches higher as oil prices drop sharply,Manual selection,NA,1
2020-03-30,Inquirer,https://business.inquirer.net/293748/stocks-extend-losses-oil-trades-below-20-on-virus-impact,"Stocks extend losses, oil trades below $20 on virus impact",Business,NA,1
2020-03-30,Inquirer,https://business.inquirer.net/293727/treasury-rejects-t-bill-bids-as-rates-go-over-the-roof,Treasury rejects T-bill bids as rates go ‘over the roof’,Business,NA,1
2020-03-30,Inquirer,https://business.inquirer.net/293721/banking-group-seeks-lower-lending-rates-during-after-covid-19-crisis,"Banking group seeks lower lending rates during, after COVID-19 crisis",Business,NA,1
2020-03-30,Inquirer,https://business.inquirer.net/293708/asian-shares-extend-losses-as-toll-from-pandemic-surges,Asian shares extend losses as toll from pandemic surges,Business,NA,1
2020-03-30,Business Mirror,https://businessmirror.com.ph/2020/03/30/investors-shun-equities-troop-to-bond-market/,Investors shun equities; troop to bond market,Business,NA,1
2020-03-30,Business Mirror,https://businessmirror.com.ph/2020/03/30/phl-urged-to-strengthen-fiscal-monetary-policies-amid-pandemic/,"PHL urged to strengthen fiscal, monetary policies amid pandemic",Business,NA,1
2020-03-30,Philippine Star,https://www.philstar.com/business/2020/03/30/2004192/our-covid-19-economy,Our COVID-19 economy,Business,NA,1
2020-03-30,Philippine Star,https://www.philstar.com/business/2020/03/30/2004199/extended-lockdown-may-lead-recession-says-ing,"Extended lockdown may lead to recession, says ING",Business,NA,1
2020-03-30,Philippine Star,https://www.philstar.com/business/2020/03/30/2004198/bsp-vows-avoid-economic-decline,BSP vows to avoid economic decline,Business,NA,1
2020-03-30,Philippine Star,https://www.philstar.com/business/2020/03/30/2004197/market-remain-volatile-week,Market to remain volatile this week,Business,NA,1
2020-03-30,Philippine Star,https://www.philstar.com/business/2020/03/30/2004196/unprecedented,Unprecedented,Business,NA,1
2020-03-31,Business World,https://www.bworldonline.com/banking-finance/2020/03/31/287066/peso-ends-higher-vs-dollar-on-oil-prices-china-pmi/,"Peso ends higher vs dollar on oil prices, China PMI",Banking,NA,1
2020-03-31,Business World,https://www.bworldonline.com/editors-picks/2020/03/31/285924/big-fund-managers-buy-phl-stocks-in-mega-sale/,Big fund managers buy PHL stocks in ‘mega sale’,Manual selection,NA,1
2020-03-31,Business World,https://www.bworldonline.com/editors-picks/2020/03/31/286010/economy-may-shrink-by-as-much-as-1-9-nomura/,Economy may shrink by as much as 1.9% — Nomura,Manual selection,NA,1
2020-03-31,Inquirer,https://business.inquirer.net/293823/dominguez-ph-readying-response-to-global-recession-brought-by-covid-19,Dominguez: PH readying response to global recession brought by COVID-19,Business,NA,1
2020-03-31,Inquirer,https://business.inquirer.net/293821/return-of-35-day-t-bills-after-15-years-a-letdown-as-investors-wanted-excessive-rates,Return of 35-day T-bills after 15 years a letdown as investors wanted excessive rates,Business,NA,1
2020-03-31,Inquirer,https://business.inquirer.net/293799/asian-stocks-rise-after-wall-street-health-care-led-rally,Asian stocks rise after Wall Street health-care-led rally,Business,NA,1
2020-03-31,Business Mirror,https://businessmirror.com.ph/2020/03/31/bap-asks-banks-to-keep-rates-reasonable-amid-lockdown/,BAP asks banks to keep rates ‘reasonable’ amid lockdown,Business,NA,1
2020-03-31,Philippine Star,https://www.philstar.com/business/2020/03/31/2004392/bsp-ready-raise-stimulus-above-p500-billion,BSP ready to raise stimulus above P500 billion,Business,NA,1
2020-03-31,Rappler,https://www.rappler.com/business/256506-aid-for-firms-take-back-seat-poor-people-priority-philippines-coronavirus-fight/,"Aid for firms ‘take a back seat,’ poor are ‘priority’ in PH virus fight",Business,NA,1
